-668.8362	300.5863	297.6974	-77.8044	-561.5339	-80.4768	-598.8848	-599.3731	
-670.4686	334.2253	322.7235	-105.8495	-221.4182	-455.9199	-585.4536	-662.4280	
-551.8324	714.3801	692.5894	-109.1567	-398.2901	-157.1983	-145.7063	-444.9107	
-469.9442	683.2633	676.6840	128.5685	-422.0961	128.8454	-455.6538	-465.9126	
-684.8957	487.2359	471.8642	-210.0032	-596.4776	-220.1817	-619.5928	-623.7275	
-585.3281	630.7007	630.6336	48.7988	48.2320	-514.5870	23.1230	-535.1404	
-492.9821	576.3276	576.1759	98.9123	-461.2148	-462.5808	93.6425	-490.9405	
-636.5602	540.6551	532.5396	-426.4685	-485.9733	-427.4038	-431.6786	-623.6854	
-597.7134	570.2759	568.9607	-89.2002	-517.7806	-126.6106	-552.8706	-556.2483	
-434.8459	692.6071	683.1082	233.9076	-2.2925	229.3352	-311.3373	-404.2766	
-537.0477	708.4099	651.5151	13.7848	9.6445	12.7939	11.0993	-459.6325	
-522.2401	743.9290	730.0690	-166.8539	-428.2083	-218.9951	-168.1189	-521.7050	
-491.5980	741.8244	734.4748	66.8929	48.6847	65.7530	-465.1541	-484.6820	
-693.1654	474.0778	473.9342	-296.7844	-583.8514	-299.9361	-640.2562	-685.6596	
-522.1375	644.1675	638.5345	-96.4920	-453.4477	-105.7775	-500.0808	-508.0379	
-562.6210	533.8392	533.3371	-19.3890	-497.6791	-22.9882	-22.8035	-517.0301	
-555.2528	659.4521	654.8117	-103.9466	-116.0729	-104.9752	-505.6044	-517.7145	
-467.3261	685.2985	684.8450	69.2843	69.2132	62.8039	51.2341	-378.0892	
-534.2179	697.2968	694.1559	64.5242	64.5053	-478.7777	37.2295	-513.1489	
-505.1792	620.1088	617.4149	135.2781	-454.1361	131.7103	134.6504	-503.3692	
-400.0602	735.3354	733.8955	216.8614	-375.5899	-380.4536	-384.0628	-384.4890	
-438.2662	818.5858	804.4787	-77.0907	-89.1562	-85.8897	-350.0192	-356.7049	
-568.7369	687.7461	669.1860	98.3217	38.5626	97.8643	-511.7639	-517.6337	
-818.5335	338.4254	336.2879	-258.5974	-278.0040	-291.6577	-748.4328	-796.4982	
-489.9764	786.0484	785.6907	144.3093	-404.5996	138.6754	-440.9447	-486.8062	
-695.9299	541.2241	517.0248	-588.3727	-601.1275	-640.2749	-591.5256	-676.5602	
-594.9822	608.0667	587.2186	21.5905	-183.5046	-462.3577	-204.5725	-567.0023	
-608.7404	570.2167	567.3294	-252.6382	-569.9352	-252.8525	-607.2173	-608.5222	
-365.2356	881.2604	875.5755	341.0664	340.5582	-341.0594	-351.0678	-361.8956	
-415.7516	397.6362	386.0239	118.8901	-390.2399	-357.4778	-394.4026	-399.5174	
-831.2211	233.9098	218.3125	-188.4010	-561.7531	-744.3885	-748.2468	-748.7425	
-280.6088	755.7212	714.2115	370.9287	288.5306	369.7225	-184.7350	-194.7044	
-727.5777	371.7581	371.1128	-180.5920	-186.2484	-696.1613	-198.8124	-705.0210	
-521.7025	637.0810	626.4654	65.9678	-3.0955	-512.8885	-513.2365	-514.8551	
-743.7362	475.3272	474.0437	-90.4962	-99.1403	-541.7036	-687.3744	-691.8810	
-446.3701	618.0268	616.7589	210.7947	-324.3323	-367.9274	-415.6639	-418.4635	
-543.4749	607.0575	598.3070	66.4003	66.1652	62.3615	-306.9198	-455.8828	
-609.2065	617.1673	565.5677	16.4299	-102.0882	-4.2594	-580.0613	-588.8256	
-600.7834	579.3809	576.1686	-38.2929	-101.2802	-581.1976	-40.6479	-581.0868	
-471.8216	736.6480	732.6519	-164.7934	-408.1260	-182.7074	-449.4894	-452.0110	
-688.5776	556.9336	547.0759	-34.0436	-58.5269	-638.7069	-650.8786	-658.5996	
-425.6301	691.1416	685.7816	102.4300	102.3430	-320.6716	-410.2872	-413.5493	
-570.3130	439.0051	425.8884	-5.8201	-523.0253	-10.1093	-557.2642	-561.4671	
-877.8749	398.5164	373.5921	-386.6949	-717.7536	-388.1247	-755.7455	-797.2216	
-430.4089	795.7502	788.5291	-45.3732	-348.6820	-56.5226	-52.6438	-373.0056	
-621.6781	436.9840	430.1614	-24.5296	-35.9152	-53.6501	-70.6486	-436.4544	
-371.8772	764.2505	761.2636	182.8089	-289.9621	171.5348	153.9177	-370.3355	
-651.6055	609.3386	587.0910	-27.8974	-286.9115	-31.3815	-32.5911	-586.9160	
-815.8498	261.7653	245.2290	-200.9321	-203.4234	-204.2350	-733.4993	-773.5586	
-667.6636	481.8205	481.6658	-202.6705	-206.9770	-222.6354	-597.8394	-613.6857	
-659.2160	589.3510	563.9094	6.0139	-31.8999	-75.8672	-65.1771	-542.8996	
-537.2682	567.0675	567.0570	19.8363	17.0776	-449.4734	-25.7726	-490.4235	
-522.4867	457.0945	430.0529	171.0078	-262.0730	136.1667	-299.8936	-449.6580	
-769.2212	324.7785	303.5680	-427.2499	-709.0462	-468.0066	-760.6182	-762.3463	
-736.0610	580.6514	499.9075	-168.4395	-457.0440	-178.5588	-704.1646	-707.5138	
-449.7877	478.6999	395.9588	107.3378	106.7128	105.8024	-428.1542	-436.0597	
-623.3447	360.6400	355.0623	-115.9770	-143.0048	-149.8167	-596.6751	-599.3618	
-630.5062	481.4039	434.8262	-40.1764	-42.7694	-41.4252	-588.3692	-605.6808	
