-637.7893	353.3668	353.3671	-343.6453	-346.6501	-363.2241	-606.4636	-625.1662	
-150.5727	325.1806	325.1333	-69.7430	-70.8498	-96.2034	-133.7732	-138.3854	
-529.9830	523.6835	523.6862	153.2278	-263.7033	-224.1402	-273.2999	-445.2924	
-21.9490	717.1910	702.4906	619.7203	619.7191	617.9106	615.1058	-7.2275	
-244.6549	346.7841	346.4099	-15.4679	-64.5972	-66.9104	-152.9219	-221.7845	
-182.7423	629.7677	625.7654	486.7200	84.5718	71.5927	58.6155	-106.6409	
-224.0022	891.0062	880.6351	339.5427	333.0333	332.9796	-47.1476	-160.0199	
-116.8706	472.4995	472.2945	22.5334	22.5197	20.6667	-4.2842	-29.7160	
-268.4417	931.5237	931.4452	456.6707	456.4753	449.4326	447.1428	-234.9240	
56.7663	716.9568	710.2185	258.3180	256.2188	254.4112	234.4984	108.6461	
-193.1207	1082.0205	1027.4778	429.6829	428.5808	-49.3939	-67.3743	-91.9767	
-357.3696	804.4438	796.7965	279.1565	276.2643	275.3435	-213.9288	-331.5351	
-276.7294	876.5270	875.0168	378.7018	265.7779	23.2109	-48.9453	-255.0006	
7.1158	738.9540	734.0896	209.7398	179.7726	176.6861	141.5632	33.2199	
-362.9713	893.1062	860.4794	292.8280	289.0822	287.4886	285.9824	-350.5177	
-384.7742	718.2705	684.7795	217.8243	72.6771	-104.1543	-175.0332	-374.3261	
-128.9637	550.6874	545.2263	58.4906	4.4412	1.1088	-6.3410	-111.6711	
-70.8715	585.2064	568.9180	163.5155	117.6634	101.6727	83.5963	-23.5364	
-109.8933	527.7844	523.4819	158.9853	137.2019	95.8769	78.4392	-103.6088	
30.4498	767.7493	751.9400	218.0065	216.4402	155.6302	153.0620	40.7525	
-72.5402	1255.0647	1234.9058	222.0853	220.6578	219.6771	218.9552	-20.5015	
-448.2087	771.2026	761.9424	237.6454	237.1824	215.2261	207.9098	-418.8303	
144.8050	939.2424	909.3607	344.0283	289.9206	276.1316	264.4986	180.7186	
-432.2412	407.7918	405.4185	152.3357	-231.6696	-330.0781	-346.5052	-407.0987	
-448.0093	807.5454	784.4455	287.6069	287.1642	285.5188	271.3144	220.6113	
-178.6017	552.7919	545.5485	38.9697	0.3418	-31.0832	-53.6375	-165.4894	
-144.5763	509.4068	509.0788	-0.9447	-1.0270	-2.8607	-27.0129	-111.2052	
-296.3209	982.9054	969.7601	421.2495	420.6923	420.0247	399.8289	-278.6230	
-133.0182	1145.7331	1145.6685	603.0964	602.9339	602.6930	579.3064	-111.5502	
88.4093	737.7996	730.0724	176.1837	174.7538	152.8126	149.5313	98.6568	
-76.4725	808.1089	799.4378	195.7618	180.8497	173.2830	169.0844	35.8797	
45.6656	743.4122	740.2504	670.4312	668.8584	665.4258	657.5280	91.8220	
-492.9471	405.5327	399.1683	61.0976	56.6775	35.8310	-232.2789	-440.0011	
