87.6964	185.4065	183.3111	125.5334	119.5815	118.1108	112.0368	101.1778	
109.8713	192.1056	181.2397	150.1617	147.2620	141.1914	137.8755	118.9691	
128.8095	172.7121	171.4966	166.4188	159.1656	158.3538	153.8908	132.7934	
119.4130	182.3062	181.2979	159.5186	159.5115	145.2345	144.2865	124.2282	
71.7947	175.9253	175.4165	141.7935	138.8804	138.8211	135.5204	77.6518	
135.2583	180.8033	178.3582	170.5829	168.9670	162.3852	160.0188	140.2048	
115.7315	170.5913	167.4160	154.4842	148.7202	146.9361	140.0106	126.7187	
74.0796	190.7077	188.8635	139.8812	133.0167	132.2846	129.2507	88.2724	
67.1124	184.7971	183.7153	141.3452	141.3138	140.5409	139.2885	89.1813	
25.9641	186.5742	177.6203	129.5249	129.3981	125.1799	35.1311	29.3019	
117.3520	192.5457	190.4234	145.6079	144.8106	138.6257	136.1162	127.6297	
41.6381	186.3558	179.5038	136.0474	135.3951	134.0377	130.5216	49.8380	
150.9347	181.3928	181.3137	162.8539	162.8004	160.4108	156.7406	154.2668	
111.3417	185.1675	184.1648	143.9363	142.8016	138.5276	135.5494	115.5657	
72.8894	180.9141	180.7859	134.6492	134.5541	127.5203	124.7323	122.4254	
130.4568	184.0281	180.0932	157.5876	154.2017	150.9960	146.8267	132.5135	
124.0754	175.0586	174.8269	146.3600	142.1449	139.2084	134.8759	131.9455	
120.3167	179.1734	178.2866	149.3400	147.8744	145.6576	137.1289	128.7127	
18.5518	173.4330	158.6845	84.3220	81.7318	76.0122	74.5442	67.9623	
124.0036	191.0968	183.1653	151.8318	151.0086	147.8300	140.7853	129.2685	
-112.4819	180.1529	154.6047	-47.9288	-49.4406	-58.4811	-59.5212	-105.6917	
94.4921	174.3720	173.6848	141.2550	141.2497	139.7037	134.5400	98.7490	
-2.4767	179.1524	170.1891	76.6435	75.9078	75.8422	64.0366	4.9954	
53.3281	188.7910	176.2390	129.8568	126.7966	110.0606	106.9402	63.8091	
70.4411	191.5645	167.3274	112.4758	111.8739	109.5905	107.6769	72.9983	
123.0288	167.5004	162.9291	147.4096	147.3770	145.9326	144.5255	131.0168	
152.8148	192.6011	191.7209	169.0673	167.2331	165.6499	159.8372	154.8294	
73.4124	186.7510	148.0283	114.5042	114.4782	104.6575	104.2572	76.8091	
98.4615	166.3788	166.0433	126.8640	124.3947	119.7528	118.6021	106.2477	
20.5185	179.1525	157.9922	73.0382	72.8379	67.9970	63.5135	57.8493	
97.3553	177.0789	176.4251	158.8037	158.2260	156.8583	152.6768	112.1249	
90.9287	182.7790	182.0773	126.7466	126.7346	118.7394	114.4636	109.6798	
127.0295	199.0593	185.7692	156.6646	156.1709	153.1224	151.2092	129.9540	
136.1032	177.5619	176.6843	168.5596	166.5961	162.7888	160.0140	141.7177	
124.7005	177.6619	177.0323	156.8955	156.8868	153.0515	151.8662	146.4096	
69.2882	195.5306	193.8039	129.5180	128.9970	126.3906	123.1366	114.7115	
83.7738	177.1863	170.6398	132.1442	131.6761	123.4984	121.5729	98.6065	
91.3754	182.0121	181.1376	145.9234	145.9132	142.6132	141.9232	95.8789	
142.3175	183.3246	183.1687	169.7896	169.0884	166.6076	164.7637	156.5329	
121.6579	193.9755	193.9714	153.9251	152.9802	151.5817	147.4222	146.0765	
71.3523	186.5864	183.3637	118.6265	118.2170	117.9354	109.8569	94.3106	
50.1507	181.3840	181.1768	151.0210	147.0167	146.1759	143.4277	57.7607	
109.7638	186.0385	185.9134	143.1322	139.5783	139.3492	137.0567	128.9179	
117.6004	177.6330	171.9634	144.1961	144.1955	140.7046	138.5505	120.9335	
161.5904	195.4763	194.1918	174.3794	174.3533	169.1939	166.8790	162.8566	
116.6695	179.1951	174.0995	142.4686	140.2949	137.7565	133.1427	128.8054	
143.3830	194.9937	190.7892	172.4750	168.1584	166.4498	165.3369	148.7155	
155.4689	194.9605	191.9698	188.3196	186.5226	183.9459	182.6397	159.0465	
-1.6087	182.6347	182.3017	76.5086	69.0377	67.4424	11.8513	5.8941	
154.4729	198.9091	198.8863	177.0956	177.0902	175.9690	175.7449	172.3960	
38.7169	184.9459	176.3414	83.6831	83.6167	83.2759	81.2482	46.8680	
57.5834	181.7352	174.4273	113.8306	113.2916	111.6812	108.7166	69.6143	
99.7775	181.0455	180.2985	176.2849	173.1082	171.3119	168.8984	109.0555	
110.8393	181.1604	176.6355	144.7110	144.5741	142.6754	140.3661	115.5837	
45.9934	179.8518	175.5766	106.3633	106.3220	100.0784	98.6392	82.7382	
145.6157	193.4301	189.4638	173.9381	173.9381	170.9717	167.2369	149.9229	
139.2748	190.0330	189.0155	173.6620	173.6591	169.6454	166.4510	140.3470	
125.7191	182.2286	182.2100	155.0073	154.3259	148.9301	146.6982	141.6664	
108.0038	190.9020	184.4776	146.5220	144.7967	132.6911	130.5360	114.6469	
105.3220	194.2746	190.5049	155.9972	154.3187	153.2809	150.9308	116.7935	
152.5152	180.6934	179.9625	170.7551	170.1072	166.5917	165.4206	155.9539	
112.2213	163.8382	163.1299	144.7772	142.3679	141.7300	140.5041	120.8426	
117.1578	202.0244	197.5356	154.1109	153.9803	150.9378	148.7785	125.7266	
95.1851	188.0342	185.6218	130.8371	124.6331	123.5577	121.2098	114.3336	
122.2821	193.8136	172.9135	133.5870	133.2166	133.1207	132.3884	124.9116	
98.8395	191.4346	188.7993	143.5941	142.8859	140.6051	128.9608	112.2927	
100.7632	190.8396	186.5258	148.7669	148.4682	144.8414	142.3329	110.9818	
76.2800	187.5806	161.8893	105.6638	105.5002	99.6964	98.1935	79.5908	
115.0966	183.4753	183.3896	157.7828	151.4691	150.7842	149.5944	124.8379	
98.3133	181.6611	180.7359	123.5108	120.6271	120.4412	117.4316	104.7100	
95.3670	170.5816	159.5853	138.8901	134.7595	131.1383	128.4975	99.4533	
-0.4664	182.2846	167.5099	64.5870	50.3707	47.3514	43.8432	17.5072	
43.8550	187.4635	187.3493	143.7443	141.4245	140.4809	135.7778	59.2490	
115.3387	178.2555	172.0637	144.9428	143.9162	136.7717	132.6809	115.8541	
24.7113	176.3056	176.3032	104.5924	104.4561	101.1937	101.0485	35.7578	
66.6786	174.9000	174.1708	103.4177	101.8142	96.5148	92.7360	84.4691	
133.6513	185.1430	185.1192	169.1743	166.6667	162.4666	159.7824	138.3594	
120.7205	177.4158	176.7971	145.8449	143.9600	142.4987	139.7540	124.3350	
121.5431	193.9129	192.5305	156.8459	156.4054	151.3434	142.4228	126.6732	
-58.2941	186.2838	169.8829	8.0189	7.4926	4.1666	1.2374	-54.4867	
126.0974	176.3773	172.3086	154.1347	154.0796	149.3155	148.5987	133.3921	
45.9235	191.4671	181.7419	113.0644	113.0633	107.2789	105.0240	52.3464	
130.4944	196.6673	180.9492	173.4582	173.2204	168.7834	168.1918	137.7877	
130.0220	187.5038	187.2311	154.6239	154.5906	149.9032	147.8736	143.9567	
134.8200	178.8519	174.8929	164.5396	156.9874	161.5907	152.0386	139.9392	
109.2523	181.8383	179.6973	149.8601	149.6286	146.0517	145.6658	117.2173	
112.2017	182.2000	172.9938	134.3233	133.9711	133.2811	130.3510	115.9653	
94.3038	188.7995	187.6569	149.3558	148.6596	143.2774	136.9737	106.2938	
87.4158	169.8225	168.4009	140.9810	139.2105	137.3140	133.8277	95.5769	
122.7951	195.1270	189.1518	159.0183	158.6726	153.2600	151.6319	132.3836	
143.0732	194.6924	194.6795	170.2880	169.3139	167.7498	165.6460	152.3692	
131.1020	196.5511	186.6477	161.6962	160.6327	158.8990	156.6843	142.4228	
133.6618	184.1224	183.2886	170.0117	169.8740	166.4189	164.1919	138.1817	
131.5824	186.0988	185.9679	158.8784	156.0023	157.1133	153.6547	140.6674	
-7.2861	186.9622	185.0909	64.8425	64.3109	57.2927	7.4845	-0.8157	
146.5755	189.2481	185.0950	179.5773	178.8477	177.2620	173.7736	154.9848	
163.5554	187.0008	185.4038	178.7923	178.7862	173.4427	173.2710	166.1570	
-12.8295	200.2279	179.0968	71.3548	68.6863	64.4880	62.1527	33.5815	
95.3898	184.8945	183.4969	127.6288	123.3305	119.5681	117.7373	108.5711	
161.6005	201.5610	199.5466	183.1105	182.8026	181.4383	181.0020	167.7666	
